seed,policy,noise_std_m,observation_delay_steps,success,collisions,min_clearance_m,path_length_m,time_s,checkpoints_reached,recovery_events,interventions,termination_reason,return_dense,collision_free_success,handovers,learned_fraction
500,ppo,0.01,0,False,0,0.1795271921157837,0.13227453005965792,45.0,0,0,0,timeout,-9.595198081684902,False,0,1.0
