time_s,x_m,y_m,theta_rad,v_m_s,w_rad_s
3.395000000000000284e+01,6.838563263887175836e+00,3.297430742733009623e+00,2.438165795475872866e+00,-2.681676764041185379e-03,-8.556040562689304005e-03
3.400000000000000000e+01,6.838664907808839288e+00,3.297344532078540613e+00,2.437747289313631605e+00,-2.665615407750010490e-03,-8.370123244822025646e-03
3.405000000000000426e+01,6.838767254603549617e+00,3.297257651600873807e+00,2.437325674052047031e+00,-2.685001585632562637e-03,-8.432305231690407493e-03
3.410000000000000142e+01,6.838869923492405078e+00,3.297170423196882805e+00,2.436899676899122458e+00,-2.694416092708706856e-03,-8.519943058490754215e-03
3.414999999999999858e+01,6.838972791996744682e+00,3.297082949716737765e+00,2.436466554667497508e+00,-2.700632438063621521e-03,-8.662444632500409733e-03
3.420000000000000284e+01,6.839074296770313310e+00,3.296996560093600426e+00,2.436025347419711107e+00,-2.665812149643898010e-03,-8.824144955724477768e-03
3.425000000000000000e+01,6.839177030584243866e+00,3.296909046258460485e+00,2.435590776418032455e+00,-2.699104137718677521e-03,-8.691420033574105350e-03
3.430000000000000426e+01,6.839279210972405210e+00,3.296821927204060643e+00,2.435154274016315235e+00,-2.685558516532182693e-03,-8.730048034340144245e-03
3.435000000000000142e+01,6.839381044603937809e+00,3.296735027002951846e+00,2.434714854586566002e+00,-2.677441574633121490e-03,-8.788388594985008587e-03
3.439999999999999858e+01,6.839483593428228758e+00,3.296647438582881229e+00,2.434275797590309764e+00,-2.697257325053215027e-03,-8.781139925122262088e-03
3.445000000000000284e+01,6.839585376200705724e+00,3.296560427140482474e+00,2.433841688012400528e+00,-2.678113058209419250e-03,-8.682191558182240573e-03
3.450000000000000000e+01,6.839687708393306309e+00,3.296472869096156888e+00,2.433403030204282835e+00,-2.693569287657737732e-03,-8.773156162351370899e-03
3.455000000000000426e+01,6.839789770360469312e+00,3.296385464688129652e+00,2.432968350531229618e+00,-2.687465399503707886e-03,-8.693593461066484798e-03
3.460000000000000142e+01,6.839891680515072458e+00,3.296298113475138347e+00,2.432535386759484108e+00,-2.684467472136020660e-03,-8.659275434911252109e-03
3.464999999999999858e+01,6.839993430245653094e+00,3.296210823319674077e+00,2.432100132842244467e+00,-2.681236946955323219e-03,-8.705078344792128650e-03
3.470000000000000284e+01,6.840095081233185326e+00,3.296123541039733595e+00,2.431660821790503135e+00,-2.679635770618915558e-03,-8.786221034824848175e-03
3.475000000000000000e+01,6.840197149814649435e+00,3.296035822265643400e+00,2.431212620179796335e+00,-2.691659610718488693e-03,-8.964032214134932258e-03
3.480000000000000426e+01,6.840299139213713353e+00,3.295948092037172650e+00,2.430775844486126491e+00,-2.690608147531747818e-03,-8.735513873398303639e-03
3.485000000000000142e+01,6.840401385937301626e+00,3.295860062728426243e+00,2.430333921717175993e+00,-2.698410768061876297e-03,-8.838455379009247867e-03
3.489999999999999858e+01,6.840503541858135250e+00,3.295772032958288911e+00,2.429890495695801178e+00,-2.697040792554616928e-03,-8.868520427495241859e-03
3.495000000000000284e+01,6.840605753237090525e+00,3.295683876390191447e+00,2.429449072488279793e+00,-2.699536737054586411e-03,-8.828464150428773013e-03
3.500000000000000000e+01,6.840708365262277546e+00,3.295595295247316425e+00,2.428998717357100823e+00,-2.711150795221328735e-03,-9.007102623581886985e-03
3.505000000000000426e+01,6.840810116969477050e+00,3.295507376780050013e+00,2.428551251467944816e+00,-2.689465880393981934e-03,-8.949317783117295005e-03
3.510000000000000142e+01,6.840912098981755562e+00,3.295419179584518687e+00,2.428098724585654011e+00,-2.696596086025238037e-03,-9.050537645816803672e-03
3.514999999999999858e+01,6.841013886598168448e+00,3.295331069964387183e+00,2.427648658043401131e+00,-2.692509908229112625e-03,-9.001330845057964672e-03
3.520000000000000284e+01,6.841115279934450122e+00,3.295243221783574317e+00,2.427205848385276088e+00,-2.683125901967287064e-03,-8.856193162500858307e-03
3.525000000000000000e+01,6.841216912418512486e+00,3.295155087585835307e+00,2.426753601374731950e+00,-2.690486842766404152e-03,-9.044940210878848683e-03
3.530000000000000426e+01,6.841318171530524239e+00,3.295067196907580875e+00,2.426301016741128080e+00,-2.681654645130038261e-03,-9.051692672073841095e-03
3.535000000000000142e+01,6.841419943070537357e+00,3.294978780660007267e+00,2.425851938802444874e+00,-2.696284791454672813e-03,-8.981558773666620948e-03
3.539999999999999858e+01,6.841521572701082299e+00,3.294890407581325675e+00,2.425397965245576160e+00,-2.693576272577047348e-03,-9.079471137374639858e-03
3.545000000000000284e+01,6.841622446436912419e+00,3.294802611346359100e+00,2.424935901852951936e+00,-2.674598246812820435e-03,-9.241267852485180595e-03
3.550000000000000000e+01,6.841723635402074066e+00,3.294714458541816438e+00,2.424480997276188265e+00,-2.684036036953330040e-03,-9.098091535270214428e-03
3.555000000000000426e+01,6.841824982282957990e+00,3.294626087041084617e+00,2.424026163987511140e+00,-2.689290791749954224e-03,-9.096665773540735245e-03
3.560000000000000142e+01,6.841926228931534126e+00,3.294537721843878053e+00,2.423568496316367060e+00,-2.687697298824787140e-03,-9.153353422880173076e-03
3.564999999999999858e+01,6.842027678315552031e+00,3.294449097874932342e+00,2.423116604614698577e+00,-2.694155555218458176e-03,-9.037834033370018352e-03
3.570000000000000284e+01,6.842129306991394877e+00,3.294360236276150822e+00,2.422659857108884651e+00,-2.699983073398470879e-03,-9.134950116276741028e-03
3.575000000000000000e+01,6.842230496446767063e+00,3.294271677135090393e+00,2.422207871278443392e+00,-2.689388580620288849e-03,-9.039716608822346428e-03
3.580000000000000426e+01,6.842331961918056038e+00,3.294182795410128151e+00,2.421765137392723144e+00,-2.697791904211044312e-03,-8.854677714407444694e-03
