seed,policy,noise_std_m,observation_delay_steps,success,collisions,min_clearance_m,path_length_m,time_s,checkpoints_reached,recovery_events,interventions,termination_reason,return_dense,collision_free_success,handovers,learned_fraction
500,dqn,0.01,0,False,0,0.17948663115501404,2.2500000335275745,45.0,0,0,0,timeout,-18.9665519091162,False,0,0.0
