time_s,x_m,y_m,theta_rad,v_m_s,w_rad_s
1.875000000000000000e+01,7.654114346875095620e+00,3.102041285759118860e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.880000000000000071e+01,7.656525318466762542e+00,3.101380062521143177e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.885000000000000142e+01,7.658936290058429464e+00,3.100718839283167494e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.890000000000000213e+01,7.661347261650096385e+00,3.100057616045191811e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.894999999999999929e+01,7.663758233241763307e+00,3.099396392807216127e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.900000000000000000e+01,7.666169204833430229e+00,3.098735169569240444e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.905000000000000071e+01,7.668580176425097150e+00,3.098073946331264761e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.910000000000000142e+01,7.670991148016764072e+00,3.097412723093289078e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.915000000000000213e+01,7.673402119608430993e+00,3.096751499855313394e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.920000000000000284e+01,7.675813091200097915e+00,3.096090276617337711e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.925000000000000000e+01,7.678224062791764837e+00,3.095429053379362028e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.930000000000000071e+01,7.680635034383431758e+00,3.094767830141386344e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.935000000000000142e+01,7.683046005975098680e+00,3.094106606903410661e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.940000000000000213e+01,7.685456977566765602e+00,3.093445383665434978e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.945000000000000284e+01,7.687867949158432523e+00,3.092784160427459295e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.950000000000000000e+01,7.690278920750099445e+00,3.092122937189483611e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.955000000000000071e+01,7.692689892341766367e+00,3.091461713951507928e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.960000000000000142e+01,7.695100863933433288e+00,3.090800490713532245e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.965000000000000213e+01,7.697511835525100210e+00,3.090139267475556561e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.970000000000000284e+01,7.699922807116767132e+00,3.089478044237580878e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.975000000000000000e+01,7.702333778708434053e+00,3.088816820999605195e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.980000000000000071e+01,7.704744750300100975e+00,3.088155597761629512e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.985000000000000142e+01,7.707155721891767897e+00,3.087494374523653828e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.990000000000000213e+01,7.709566693483434818e+00,3.086833151285678145e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
1.995000000000000284e+01,7.711977665075101740e+00,3.086171928047702462e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.000000000000000000e+01,7.714388636666768662e+00,3.085510704809726779e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.005000000000000071e+01,7.716799608258435583e+00,3.084849481571751095e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
2.010000000000000142e+01,7.719210579850102505e+00,3.084188258333775412e+00,2.873918337131550871e+00,-5.000000074505805969e-02,0.000000000000000000e+00
