time_s,x_m,y_m,theta_rad
7.000000000000000000e+00,2.583919846060343861e+00,1.067561990047291021e+00,1.261038964855662747e-01
7.050000000000000711e+00,2.596320513654516660e+00,1.069134104754930092e+00,1.259183270703107260e-01
7.100000000000000533e+00,2.608721476622255953e+00,1.070703918738329152e+00,1.257326188334701722e-01
7.150000000000000355e+00,2.621122748467380692e+00,1.072271431953762733e+00,1.255974346230477601e-01
7.200000000000000178e+00,2.633524234489299953e+00,1.073837269000132544e+00,1.254621760044682122e-01
7.250000000000000000e+00,2.645925934523752687e+00,1.075401428918567825e+00,1.253268393189775898e-01
7.300000000000000711e+00,2.658327848411812688e+00,1.076963910704826777e+00,1.251914206310357491e-01
7.350000000000000533e+00,2.670729976000297157e+00,1.078524713305861082e+00,1.250559156996861321e-01
7.400000000000000355e+00,2.683132317142214784e+00,1.080083835616024945e+00,1.249203199461262764e-01
7.450000000000000178e+00,2.695534871697264023e+00,1.081641276472881108e+00,1.247846284168577513e-01
7.500000000000000000e+00,2.707937639532384200e+00,1.083197034652549906e+00,1.246488357416721815e-01
7.550000000000000711e+00,2.720340631354062566e+00,1.084751110221731318e+00,1.245559795164746242e-01
7.600000000000000533e+00,2.732743768555924380e+00,1.086304034230451077e+00,1.244630723390491994e-01
7.650000000000000355e+00,2.745147051084591006e+00,1.087855806029941252e+00,1.243701117071927403e-01
7.700000000000000178e+00,2.757550478890385737e+00,1.089406424940392970e+00,1.242770949297214156e-01
7.750000000000000000e+00,2.769954051927614458e+00,1.090955890248610727e+00,1.241840191069543131e-01
7.800000000000000711e+00,2.782357770154876064e+00,1.092504201205424907e+00,1.240908811086114394e-01
7.850000000000000533e+00,2.794761633535405743e+00,1.094051357022829629e+00,1.239976775487039995e-01
7.900000000000000355e+00,2.807165642037455555e+00,1.095597356870809280e+00,1.239044047569121537e-01
7.950000000000000178e+00,2.819542721080743775e+00,1.097138827944001083e+00,1.268853107283035020e-01
8.000000000000000000e+00,2.831916329700791213e+00,1.098717337497540303e+00,1.298680756999011643e-01
8.050000000000000711e+00,2.844286327893759569e+00,1.100332898117378111e+00,1.328527706237710160e-01
8.099999999999999645e+00,2.856652575361864344e+00,1.101985522678787577e+00,1.358394721874188193e-01
8.150000000000000355e+00,2.869014931495835530e+00,1.103675224414699896e+00,1.388282633974525504e-01
8.200000000000001066e+00,2.881373255355306640e+00,1.105402016991051450e+00,1.418192342393567451e-01
8.250000000000000000e+00,2.893727405646868256e+00,1.107165914590053646e+00,1.448124824256068199e-01
8.300000000000000711e+00,2.906077240699479258e+00,1.108966932002447336e+00,1.478081142467057296e-01
8.349999999999999645e+00,2.918422618436874227e+00,1.110805084729975301e+00,1.508062455426121551e-01
8.400000000000000355e+00,2.930712300896187283e+00,1.112672624635881791e+00,1.555614696573471567e-01
8.450000000000001066e+00,2.942995945644546030e+00,1.114599051028801746e+00,1.603203403063436783e-01
8.500000000000000000e+00,2.955273197580288613e+00,1.116584382858687441e+00,1.650829572749618057e-01
