time_s,x_m,y_m,theta_rad
2.195000000000000284e+01,2.443002947880424713e+00,4.848229054726595599e+00,5.512341861304417140e-03
2.200000000000000000e+01,2.455502741216918139e+00,4.848297958558565490e+00,5.326370925150604972e-03
2.205000000000000071e+01,2.468002541709719111e+00,4.848364537762104298e+00,5.061149638049720727e-03
2.210000000000000142e+01,2.480502364224713929e+00,4.848427801774477075e+00,4.878603129914568272e-03
2.215000000000000213e+01,2.493002200841024418e+00,4.848488784000325680e+00,4.703937707140080048e-03
2.220000000000000284e+01,2.505502050347906629e+00,4.848547582947436929e+00,4.545236472610956688e-03
2.225000000000000000e+01,2.518001905066247659e+00,4.848604398134257032e+00,4.318908261129314127e-03
2.230000000000000071e+01,2.530501775821410337e+00,4.848658384264991739e+00,4.163130057536082798e-03
2.235000000000000142e+01,2.543001656845376601e+00,4.848710423196038732e+00,4.014077446164972598e-03
2.240000000000000213e+01,2.555501547256443295e+00,4.848760598993708371e+00,3.878648021186483722e-03
2.245000000000000284e+01,2.568001441462623102e+00,4.848809081926760634e+00,3.685510292388729462e-03
2.250000000000000000e+01,2.580501347346911611e+00,4.848855150667135128e+00,3.552575821984254190e-03
2.255000000000000071e+01,2.593001260709041578e+00,4.848899557743940214e+00,3.425380816275303865e-03
2.260000000000000142e+01,2.605501180906935499e+00,4.848942374898252083e+00,3.309811226183358678e-03
2.265000000000000213e+01,2.618001103868497381e+00,4.848983747434673752e+00,3.144997299545383360e-03
2.270000000000000284e+01,2.630501035334068316e+00,4.849023059814990155e+00,3.031557208497018523e-03
2.275000000000000000e+01,2.643000972245033608e+00,4.849060954204925444e+00,2.923015007438616291e-03
2.280000000000000071e+01,2.655500914133822388e+00,4.849097491826717565e+00,2.824393372776831234e-03
2.285000000000000142e+01,2.668000858035144862e+00,4.849132796679310964e+00,2.683750002352583344e-03
2.290000000000000213e+01,2.680500808129057333e+00,4.849166343500945331e+00,2.586945888774091432e-03
2.295000000000000284e+01,2.693000762188302311e+00,4.849198680277844176e+00,2.494321462902626251e-03
2.300000000000000000e+01,2.705500719872390381e+00,4.849229859255242303e+00,2.410162736950262515e-03
2.305000000000000071e+01,2.718000679022016808e+00,4.849259986249332854e+00,2.290145565808305531e-03
2.310000000000000142e+01,2.730500642681042311e+00,4.849288613035726669e+00,2.207538048353218339e-03
2.315000000000000213e+01,2.743000609227604247e+00,4.849316207232305942e+00,2.128497309589565383e-03
2.320000000000000284e+01,2.755500578413756063e+00,4.849342813423268339e+00,2.056680739865809644e-03
2.325000000000000000e+01,2.768000548667114202e+00,4.849368521907585716e+00,1.954265064330533257e-03
2.330000000000000071e+01,2.780500522204169656e+00,4.849392950200273056e+00,1.883772381793015526e-03
2.335000000000000142e+01,2.793000497843904917e+00,4.849416497337009524e+00,1.816323430694746907e-03
2.340000000000000213e+01,2.805500475405765748e+00,4.849439201364105223e+00,1.755039176626208355e-03
2.345000000000000284e+01,2.818000453744762712e+00,4.849461139338321125e+00,1.667643780741783627e-03
2.350000000000000000e+01,2.830500434474904292e+00,4.849481984872769047e+00,1.607489382707522280e-03
2.355000000000000071e+01,2.843000416736193525e+00,4.849502078478845846e+00,1.549932359423609974e-03
2.360000000000000142e+01,2.855500400397151584e+00,4.849521452623528184e+00,1.497635927206700506e-03
2.365000000000000213e+01,2.868000384624014742e+00,4.849540173062991677e+00,1.423058074927723796e-03
2.370000000000000284e+01,2.880500370592072201e+00,4.849557961280967611e+00,1.371725888334074774e-03
2.375000000000000000e+01,2.893000357675089784e+00,4.849575107847607924e+00,1.322610168706759822e-03
2.380000000000000071e+01,2.905500345777325855e+00,4.849591640468620568e+00,1.277983519882155885e-03
2.385000000000000142e+01,2.918000334291647846e+00,4.849607615256637416e+00,1.214343471908740490e-03
2.390000000000000213e+01,2.930500324073876950e+00,4.849622794545089377e+00,1.170539720432449979e-03
2.395000000000000284e+01,2.943000314668002382e+00,4.849637426287267239e+00,1.128627382497351169e-03
2.400000000000000000e+01,2.955500306004305688e+00,4.849651534125760222e+00,1.090545739741164430e-03
2.405000000000000071e+01,2.968000297640684515e+00,4.849665165943790157e+00,1.036239400595873527e-03
2.410000000000000142e+01,2.980500290200328362e+00,4.849678118933224091e+00,9.988600178474154549e-04
2.415000000000000213e+01,2.993000283351180180e+00,4.849690604680758632e+00,9.630946609904291172e-04
2.420000000000000284e+01,3.005500277042472135e+00,4.849702643361667675e+00,9.305981772848527424e-04
2.425000000000000000e+01,3.018000270952274633e+00,4.849714275836574551e+00,8.842566820999931722e-04
2.430000000000000071e+01,3.030500265534379345e+00,4.849725329043191202e+00,8.523594997503894160e-04
2.435000000000000142e+01,3.043000260546989910e+00,4.849735983535267358e+00,8.218396329139509475e-04
2.440000000000000213e+01,3.055500255953138122e+00,4.849746256529216204e+00,7.941092121250043932e-04
2.445000000000000284e+01,3.068000251518401722e+00,4.849756182892932976e+00,7.545644367381437994e-04
2.450000000000000000e+01,3.080500247573221273e+00,4.849765614947205705e+00,7.273454484218407935e-04
2.455000000000000071e+01,3.093000243941526062e+00,4.849774706764272914e+00,7.013017783134731188e-04
2.460000000000000142e+01,3.105500240596396289e+00,4.849783473035593317e+00,6.776384392868196405e-04
2.465000000000000213e+01,3.118000237367131167e+00,4.849791943515192827e+00,6.438935659406534815e-04
2.470000000000000284e+01,3.130500234494349332e+00,4.849799992184030017e+00,6.206666700174331064e-04
2.475000000000000000e+01,3.143000231849840009e+00,4.849807750516760052e+00,5.984427181255871269e-04
2.480000000000000071e+01,3.155500229414001545e+00,4.849815231050172315e+00,5.782499833236748451e-04
2.485000000000000142e+01,3.168000227062533369e+00,4.849822459174410128e+00,5.494543812667808435e-04
2.490000000000000213e+01,3.180500224970647327e+00,4.849829327353718078e+00,5.296340928581230647e-04
2.495000000000000284e+01,3.193000223044984320e+00,4.849835947779477685e+00,5.106696536511802194e-04
2.500000000000000000e+01,3.205500221271269989e+00,4.849842331149797126e+00,4.934385192778420947e-04
2.505000000000000071e+01,3.218000219558992292e+00,4.849848499130943402e+00,4.688663079857544871e-04
2.510000000000000142e+01,3.230500218035735838e+00,4.849854359959508088e+00,4.519530052695924349e-04
2.515000000000000213e+01,3.243000216633519006e+00,4.849860009371824709e+00,4.357700293129911453e-04
2.520000000000000284e+01,3.255500215341947445e+00,4.849865456496972982e+00,4.210661387127628981e-04
2.525000000000000000e+01,3.268000214095112543e+00,4.849870719823493381e+00,4.000978940349556338e-04
2.530000000000000071e+01,3.280500212985918207e+00,4.849875721046991828e+00,3.856652274565406237e-04
2.535000000000000142e+01,3.293000211964861812e+00,4.849880541862180650e+00,3.718557741178252717e-04
2.540000000000000213e+01,3.305500211024374302e+00,4.849885190059221252e+00,3.593084715995456253e-04
2.545000000000000284e+01,3.318000210116463400e+00,4.849889681414983222e+00,3.414156141829676372e-04
2.550000000000000000e+01,3.330500209308778548e+00,4.849893949110050784e+00,3.290997616207016335e-04
2.555000000000000071e+01,3.343000208565273024e+00,4.849898062856975223e+00,3.173157180696835550e-04
2.560000000000000142e+01,3.355500207880436125e+00,4.849902029303367001e+00,3.066087075827344730e-04
2.565000000000000213e+01,3.368000207219320252e+00,4.849905861912128913e+00,2.913401803963465279e-04
2.570000000000000284e+01,3.380500206631186444e+00,4.849909503664315835e+00,2.808306777257328266e-04
2.575000000000000000e+01,3.393000206089786364e+00,4.849913014047727344e+00,2.707749853436136069e-04
2.580000000000000071e+01,3.405500205591107221e+00,4.849916398734992029e+00,2.616383587844610891e-04
2.585000000000000142e+01,3.418000205109701373e+00,4.849919669214425078e+00,2.486092581782435454e-04
2.590000000000000213e+01,3.430500204681438792e+00,4.849922776830109861e+00,2.396411743210979939e-04
2.595000000000000284e+01,3.443000204287206767e+00,4.849925772344751529e+00,2.310603415645190190e-04
2.600000000000000000e+01,3.455500203924082747e+00,4.849928660598988195e+00,2.232637759555089062e-04
2.605000000000000071e+01,3.468000203573536666e+00,4.849931451396155779e+00,2.121456498546616558e-04
2.610000000000000142e+01,3.480500203261688075e+00,4.849934103216752668e+00,2.044929092211631957e-04
2.615000000000000213e+01,3.493000202974619217e+00,4.849936659378094816e+00,1.971706223539521031e-04
2.620000000000000284e+01,3.505500202710202462e+00,4.849939124010854030e+00,1.905175745467885826e-04
2.625000000000000000e+01,3.518000202454944603e+00,4.849941505480516390e+00,1.810301433563574311e-04
